title,cik_str,ticker
HUANENG POWER INTERNATIONAL INC,0000929058,HUNGF
Daiwa Securities Group Inc.,0001481045,DSECF
CMS ENERGY CORP,0000811156,CMSA
"Mitsubishi UFJ Lease & Finance Co., Ltd.",0001447113,MIUFF
ANGLOGOLD ASHANTI LTD,0001067428,AULGF
FIRST CITIZENS BANCSHARES INC /DE/,0000798941,FCNCB
Berkeley Group Holdings plc,0001447137,BKGFF
A2A SpA,0001437776,AEMMF
CEMEX SAB DE CV,0001076378,CXMSF
AltaGas Ltd.,0001695519,ATGFF
"DCP Midstream, LP",0001338065,DCP-PC
"Oaktree Capital Group, LLC",0001403528,OAK-PB
Misumi Group Inc./ADR,0001710864,MSUXF
NAVIENT CORP,0001593538,JSM
SAIPEM S P A /FI,0001062750,SAPMF
Banca Mediolanum S.p.A./ADR,0001667075,BNMDF
Lynas CORP LTD,0001444327,LYSCF
TIM S.p.A.,0000948642,TIIAY
SOUTHEAST AIRPORT GROUP,0001123452,ASRMF
ARENA PHARMACEUTICALS INC,0001080709,ARNA
TIM S.p.A.,0000948642,TIAIY
TIM S.p.A.,0000948642,TIAJF
TIM S.p.A.,0000948642,TIAOF
Ubisoft Entertainment SA,0001446702,UBSFF
SINOPEC SHANGHAI PETROCHEMICAL CO LTD,0000908732,SPTJF
PG&E Corp,0001004980,PCG-PA
AU OPTRONICS CORP,0001172494,AUOTY
PG&E Corp,0001004980,PCG-PB
Electrocomponents plc / ADR,0001455626,EENEF
"Capcom Co., LTD/ADR",0001551467,CCOEF
Unum Group,0000005513,UNMA
"Orbia Advance Corporation, S.A.B. de C.V./ADR",0001435969,MXCHF
"POPULAR, INC.",0000763901,BPOPO
JS Group CORP,0001442656,JSGCF
EPR PROPERTIES,0001045450,EPR-PG
ENERGY CO OF MINAS GERAIS,0001157557,CIG-C
QUEBECOR MEDIA INC,0001156831,QBCAF
"GRUPO TELEVISA, S.A.B.",0000912892,GRPFF
QUEBECOR MEDIA INC,0001156831,QBCRF
"PS BUSINESS PARKS, INC./MD",0000866368,PSB-PX
PG&E Corp,0001004980,PCG-PC
VOESTALPINE AG,0001378984,VLPNF
"Under Armour, Inc.",0001336917,UA
SYNOVUS FINANCIAL CORP,0000018349,SNV-PD
GABELLI EQUITY TRUST INC,0000794685,GAB-PG
STANDARD LIFE PLC,0001370418,SLFPF
"Brighthouse Financial, Inc.",0001685040,BHFAL
Adaro Energy PT/ADR/,0001489079,PADEF
"PS BUSINESS PARKS, INC./MD",0000866368,PSB-PY
Kose Corporation/ADR,0001668501,KOSCF
PG&E Corp,0001004980,PCG-PE
PG&E Corp,0001004980,PCG-PG
PG&E Corp,0001004980,PCG-PD
Just Eat Takeaway.com N.V.,0001792627,TKAYF
Mitsui Chemicals Inc,0001446420,MITUF
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAS
PG&E Corp,0001004980,PCG-PI
McAfee Corp.,0001783317,MCFE
Evotec SE,0001412558,EVOTF
AXIS CAPITAL HOLDINGS LTD,0001214816,AXS-PE
PG&E Corp,0001004980,PCG-PH
Andritz AG,0001436467,ADRZF
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAT
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAJ
DTE ENERGY CO,0000936340,DTW
NEW YORK COMMUNITY BANCORP INC,0000910073,NYCB-PA
"Brighthouse Financial, Inc.",0001685040,BHFAP
"Rexford Industrial Realty, Inc.",0001571283,REXR-PB
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMFN
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAH
"Clearway Energy, Inc.",0001567683,CWEN-A
"GRUPO SIMEC, S.A.B. de C.V.",0000887153,GSABF
Ortho Clinical Diagnostics Holdings plc,0001828443,OCDX
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAM
SPIRE INC,0001126956,SR-PA
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAK
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAI
Equity Commonwealth,0000803649,EQC-PD
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAN
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAL
WEBSTER FINANCIAL CORP,0000801337,WBS-PF
AIR LEASE CORP,0001487712,AL-PA
China Everbright International Limited/ADR,0001601994,CHFFF
Iren S.p.A./ADR,0001530256,IRDEF
PITNEY BOWES INC /DE/,0000078814,PBI-PB
GALAPAGOS NV,0001421876,GLPGF
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAG
DAIRY FARM INTERNATIONAL HOLDINGS LTD /FI,0000871459,DFILF
"SPIRIT REALTY CAPITAL, INC.",0001308606,SRC-PA
STIFEL FINANCIAL CORP,0000720672,SF-PB
SLM Corp,0001032033,SLMBP
Dufry AG/ADR,0001546354,DFRYF
WINTRUST FINANCIAL CORP,0001015328,WTFCM
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,0000310522,FNMAO
Enstar Group LTD,0001363829,ESGRP
Enstar Group LTD,0001363829,ESGRO
Abcam plc,0001492074,ABCZF
"Investors Bancorp, Inc.",0001594012,ISBC
Pennon Group Plc / ADR,0001455633,PEGRF
FNB CORP/PA/,0000037808,FNB-PE
TWO HARBORS INVESTMENT CORP.,0001465740,TWO-PC
INTERNET INITIATIVE JAPAN INC,0001090633,IIJIF
CHIMERA INVESTMENT CORP,0001409493,CIM-PB
CHIMERA INVESTMENT CORP,0001409493,CIM-PA
Pebblebrook Hotel Trust,0001474098,PEB-PE
CHIMERA INVESTMENT CORP,0001409493,CIM-PD
ALABAMA POWER CO,0000003153,ALPVN
ALABAMA POWER CO,0000003153,APRDN
Pebblebrook Hotel Trust,0001474098,PEB-PF
ASSOCIATED BANC-CORP,0000007789,ASB-PE
CHIMERA INVESTMENT CORP,0001409493,CIM-PC
ALABAMA POWER CO,0000003153,APRDM
VALLEY NATIONAL BANCORP,0000714310,VLYPP
RLJ Lodging Trust,0001511337,RLJ-PA
Central North Airport Group,0001378239,GAERF
TWO HARBORS INVESTMENT CORP.,0001465740,TWO-PB
JTEKT Corp,0001446661,JTEKF
Azimut Holding SpA/ADR,0001533475,AZIHF
TWO HARBORS INVESTMENT CORP.,0001465740,TWO-PA
VALLEY NATIONAL BANCORP,0000714310,VLYPO
"Delek Group, Ltd.",0001361371,DLKGF
HOVNANIAN ENTERPRISES INC,0000357294,HOVNP
BERKLEY W R CORP,0000011544,WRB-PE
RUSH ENTERPRISES INC TX,0001012019,RUSHB
MOOG INC.,0000067887,MOG-B
NuStar Energy L.P.,0001110805,NS-PA
"GREIF, INC",0000043920,GEF-B
Salvatore Ferragamo S.p.A./ADR,0001571549,SFRGF
LADENBURG THALMANN FINANCIAL SERVICES INC.,0001029730,LTSF
"MFA FINANCIAL, INC.",0001055160,MFA-PB
LADENBURG THALMANN FINANCIAL SERVICES INC.,0001029730,LTSL
NuStar Energy L.P.,0001110805,NS-PB
ALPHA BANK AE /FI,0000902102,ALBKF
"iHeartMedia, Inc.",0001400891,IHRTB
Barco NV,0001445168,BCNAF
Technip Energies N.V.,0001792045,THNPF
SOUTHERN CALIFORNIA GAS CO,0000092108,SOCGP
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCKO
Grafton Group plc,0001437710,GROUF
Orora Limited/ADR,0001641431,ORRAF
TOOTSIE ROLL INDUSTRIES INC,0000098677,TROLB
National Storage Affiliates Trust,0001618563,NSA-PA
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCKL
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCKJ
Industrias Bachoco S.A.B. de C.V.,0001044896,IDBHF
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCKM
Triton International Ltd,0001660734,TRTN-PA
Ameren Illinois Co,0000018654,AILLN
SITE Centers Corp.,0000894315,SITC-PA
"ALPS ALPINE CO., LTD.",0000900278,APELY
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCKN
CENTRAL GARDEN & PET CO,0000887733,CENTA
Ameren Illinois Co,0000018654,AILLO
"Empire State Realty OP, L.P.",0001553079,FISK
NuStar Energy L.P.,0001110805,NS-PC
GUANGSHEN RAILWAY CO LTD,0001012139,GNGYF
LIONS GATE ENTERTAINMENT CORP /CN/,0000929351,LGF-B
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCKI
"Empire State Realty OP, L.P.",0001553079,OGCP
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCS
LXP Industrial Trust,0000910108,LXP-PC
Liberty Latin America Ltd.,0001712184,LILAB
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCP
TELECOM ARGENTINA SA,0000932470,TCMFF
Ameren Illinois Co,0000018654,AILLP
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCJ
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FREGP
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCK
HARMONY GOLD MINING CO LTD,0001023514,HGMCF
Liberty Latin America Ltd.,0001712184,LILAK
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FREJN
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCKP
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCH
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCO
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCG
TGS NOPEC Geophysical CO,0001437731,TGSNF
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCM
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCI
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCN
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCCL
NuStar Energy L.P.,0001110805,NSS
VTECH HOLDINGS LTD/ADR/,0000913744,VTKLF
Straumann Holding AG / ADR,0001451279,SAUHF
ANDINA BOTTLING CO INC,0000925261,AKO-B
Piedmont Lithium Inc.,0001728205,PLLTL
Invesco Mortgage Capital Inc.,0001437071,IVR-PC
GRAY TELEVISION INC,0000043196,GTN-A
Invesco Mortgage Capital Inc.,0001437071,IVR-PB
GABELLI DIVIDEND & INCOME TRUST,0001260729,GDV-PH
MILLICOM INTERNATIONAL CELLULAR SA,0000912958,MICCF
"Qurate Retail, Inc.",0001355096,QRTEB
"ALPS ALPINE CO., LTD.",0000900278,APELF
SLC Agricola S.A.,0001523541,SLCJF
Piraeus Bank S.A.,0001437441,BPIRF
"SAUL CENTERS, INC.",0000907254,BFS-PD
PennyMac Mortgage Investment Trust,0001464423,PMT-PA
"Global Net Lease, Inc.",0001526113,GNL-PA
PennyMac Mortgage Investment Trust,0001464423,PMT-PB
Autogrill SpA,0001437541,ATGSF
"Maiden Holdings, Ltd.",0001412100,MHLA
MICRO FOCUS INTERNATIONAL PLC,0001359711,MCFUF
Seritage Growth Properties,0001628063,SRG-PA
Shimao Group Holdings Limited/ADR,0001555379,SIOPF
GABELLI EQUITY TRUST INC,0000794685,GAB-PH
Ube Industries Ltd,0001446626,UBEOF
ASPEN INSURANCE HOLDINGS LTD,0001267395,AHL-PD
Liberty Media Corp,0001560385,BATRB
REALOGY HOLDINGS CORP.,0001398987,RLGY
CAIRN ENERGY PLC,0000909531,CRNZF
GasLog Ltd.,0001534126,GLOG-PA
Liberty Media Corp,0001560385,BATRA
Liberty Media Corp,0001560385,BATRK
"Hercules Capital, Inc.",0001280784,HCXY
Oxford Square Capital Corp.,0001259429,OXSQL
"SmartStop Self Storage REIT, Inc.",0001585389,STSFF
Compass Diversified Holdings,0001345126,CODI-PB
Compass Diversified Holdings,0001345126,CODI-PA
NEW YORK MORTGAGE TRUST INC,0001273685,NYMTN
Brainchip Holdings Limited/ADR,0001887388,BRCHF
GasLog Partners LP,0001598655,GLOP-PA
NOVONIX Ltd,0001859795,NVNXF
Eros STX Global Corp,0001532981,ESGC
OI S.A. - In Judicial Reorganization,0001160846,OIBZQ
"ENTERGY ARKANSAS, LLC",0000007323,EAI
FEDERAL AGRICULTURAL MORTGAGE CORP,0000845877,AGM-A
"Armada Hoffler Properties, Inc.",0001569187,AHH-PA
HECLA MINING CO/DE/,0000719413,HL-PB
GasLog Partners LP,0001598655,GLOP-PB
GasLog Partners LP,0001598655,GLOP-PC
Schoeller-Bleckmann Oilfield Equipment AG/ADR,0001578955,SBOEF
TravelCenters of America Inc. /MD/,0001378453,TANNI
NGL Energy Partners LP,0001504461,NGL-PC
"Summit Hotel Properties, Inc.",0001497645,INN-PE
TravelCenters of America Inc. /MD/,0001378453,TANNZ
NGL Energy Partners LP,0001504461,NGL-PB
TravelCenters of America Inc. /MD/,0001378453,TANNL
INNOVATIVE INDUSTRIAL PROPERTIES INC,0001677576,IIPR-PA
"TriState Capital Holdings, Inc.",0001380846,TSC
"GreenSky, Inc.",0001712923,GSKY
CONX Corp.,0001823000,CONX
"CNL Healthcare Properties, Inc.",0001496454,CHTH
Creative Media & Community Trust Corp,0000908311,CMCTP
GENERAL AMERICAN INVESTORS CO INC,0000040417,GAM-PB
CASCADES INC,0001225525,CADNF
Cellcom Israel Ltd.,0001385145,CELJF
KELLY SERVICES INC,0000055135,KELYB
ISTAR INC.,0001095651,STAR-PD
Quadient S.A./ADR,0001450276,NPACF
"International Seaways, Inc.",0001679049,INSW-PA
Safilo Group SpA/ADR,0001538028,SAFLF
Far Peak Acquisition Corp,0001829426,FPAC-UN
FEDERAL AGRICULTURAL MORTGAGE CORP,0000845877,AGM-PC
ISTAR INC.,0001095651,STAR-PG
B COMMUNICATIONS LTD,0001402606,BCOMF
"Global Business Travel Group, Inc.",0001820872,APSG
ISTAR INC.,0001095651,STAR-PI
MorphoSys AG,0001340243,MPSYF
FEDERAL AGRICULTURAL MORTGAGE CORP,0000845877,AGM-PD
URSTADT BIDDLE PROPERTIES INC,0001029800,UBP-PH
COWEN INC.,0001466538,CWGRP
"Atlantic Capital Bancshares, Inc.",0001461755,ACBI
URSTADT BIDDLE PROPERTIES INC,0001029800,UBA
Arlington Asset Investment Corp.,0001209028,AIC
ArcelorMittal,0001243429,AMSIY
Invesco Senior Loan Fund,0000853180,VSLCX
Costamare Inc.,0001503584,CMRE-PB
Invesco Senior Loan Fund,0000853180,VSLYX
"Healthcare Trust, Inc.",0001561032,HLTC
HERSHA HOSPITALITY TRUST,0001063344,HT-PC
HERSHA HOSPITALITY TRUST,0001063344,HT-PE
HERSHA HOSPITALITY TRUST,0001063344,HT-PD
GLOBAL PARTNERS LP,0001323468,GLP-PA
Costamare Inc.,0001503584,CMRE-PD
Bluegreen Vacations Holding Corp,0000315858,BVHBB
"Customers Bancorp, Inc.",0001488813,CUBI-PE
Costamare Inc.,0001503584,CMRE-PC
"Customers Bancorp, Inc.",0001488813,CUBI-PF
"GAMCO Global Gold, Natural Resources & Income Trust",0001313510,GGN-PB
"TriState Capital Holdings, Inc.",0001380846,TSCBP
Costamare Inc.,0001503584,CMRE-PE
GABELLI MULTIMEDIA TRUST INC.,0000921671,GGT-PE
Hoegh LNG Partners LP,0001603016,HMLP-PA
Enerflex Ltd.,0001904856,ENRFF
Clinuvel Pharmaceuticals Ltd,0001290877,CLVLF
BIODELIVERY SCIENCES INTERNATIONAL INC,0001103021,BDSI
"TriState Capital Holdings, Inc.",0001380846,TSCAP
ArcelorMittal,0001243429,ARCXF
Seneca Foods Corp,0000088948,SENEB
"UMH PROPERTIES, INC.",0000752642,UMH-PD
"UMH PROPERTIES, INC.",0000752642,UMH-PC
DRDGOLD LTD,0001023512,DRDGF
DONEGAL GROUP INC,0000800457,DGICB
HAVERTY FURNITURE COMPANIES INC,0000216085,HVT-A
Virtus AllianzGI Convertible & Income Fund,0001214935,NCV-PA
Oxford Lane Capital Corp.,0001495222,OXLCM
BrasilAgro - Brazilian Agricultural Real Estate Co,0001499849,BRCPF
AVEDRO INC,0001343304,AVDR
Eagle Point Credit Co Inc.,0001604174,ECCX
"Del Taco Restaurants, Inc.",0001585583,TACO
Merchants Bancorp,0001629019,MBINP
GOLDEN STAR RESOURCES LTD.,0000903571,GSS
"City Office REIT, Inc.",0001593222,CIO-PA
Oxford Lane Capital Corp.,0001495222,OXLCO
"AG Mortgage Investment Trust, Inc.",0001514281,MITT-PA
Ensurge Micropower ASA/ADR,0001630511,ENMPF
East Resources Acquisition Co,0001814287,ERES
"AG Mortgage Investment Trust, Inc.",0001514281,MITT-PB
Global Medical REIT Inc.,0001533615,GMRE-PA
ARTESIAN RESOURCES CORP,0000863110,ARTNB
Corvus Gold ULC,0001507964,KOR
Biglari Holdings Inc.,0001726173,BH-A
GLADSTONE LAND Corp,0001495240,LANDM
biote Corp.,0001819253,HYAC
MESOBLAST LTD,0001345099,MEOBF
CRAWFORD & CO,0000025475,CRD-B
STEEL PARTNERS HOLDINGS L.P.,0001452857,SPLP-PA
ASHFORD HOSPITALITY TRUST INC,0001232582,AHT-PG
ASTRONICS CORP,0000008063,ATROB
SVF Investment Corp. 3,0001837240,SVFC
IG Acquisition Corp.,0001819496,IGAC
Braemar Hotels & Resorts Inc.,0001574085,BHR-PB
ASHFORD HOSPITALITY TRUST INC,0001232582,AHT-PF
Virtus AllianzGI Convertible & Income Fund II,0001227857,NCZ-PA
GABELLI UTILITY TRUST,0001080720,GUT-PC
"CorEnergy Infrastructure Trust, Inc.",0001347652,CORR-PA
Sitio Royalties Corp.,0001703785,FLMN
"Blueknight Energy Partners, L.P.",0001392091,BKEPP
FERRELLGAS PARTNERS L P,0000922358,FGPRB
Braemar Hotels & Resorts Inc.,0001574085,BHR-PD
"Techpoint, Inc.",0001556898,THPTF
DHB Capital Corp.,0001838176,DHBCU
ASHFORD HOSPITALITY TRUST INC,0001232582,AHT-PH
VERRA MOBILITY Corp,0001682745,VRRMW
CONNECTICUT LIGHT & POWER CO,0000023426,CNTHO
"Bluerock Residential Growth REIT, Inc.",0001442626,BRG-PD
Newcourt Acquisition Corp,0001849475,NCACU
ASHFORD HOSPITALITY TRUST INC,0001232582,AHT-PI
DIANA SHIPPING INC.,0001318885,DSX-PB
ASHFORD HOSPITALITY TRUST INC,0001232582,AHT-PD
"Bluerock Residential Growth REIT, Inc.",0001442626,BRG-PC
Nuveen Enhanced Municipal Value Fund,0001469392,NEV
TSAKOS ENERGY NAVIGATION LTD,0001166663,TNP-PD
Genie Energy Ltd.,0001528356,GNE-PA
TSAKOS ENERGY NAVIGATION LTD,0001166663,TNP-PE
"URBAN ONE, INC.",0001041657,UONEK
TSAKOS ENERGY NAVIGATION LTD,0001166663,TNP-PF
"SOC Telemed, Inc.",0001791091,TLMD
HUTTIG BUILDING PRODUCTS INC,0001093082,HBP
"VIDLER WATER RESOURCES, INC.",0000830122,VWTR
Cherry Hill Mortgage Investment Corp,0001571776,CHMI-PB
Argo Blockchain Plc,0001841675,ARBKF
VectoIQ Acquisition Corp. II,0001823884,VTIQU
Intelligent Medicine Acquisition Corp.,0001850051,IQMDU
"AiXin Life International, Inc.",0000835662,AIXN
CONNECTICUT LIGHT & POWER CO,0000023426,CNLTN
Drive Shack Inc.,0001175483,DS-PB
CONNECTICUT LIGHT & POWER CO,0000023426,CNLHP
Innate Pharma SA,0001598599,IPHYF
HAWAIIAN ELECTRIC CO INC,0000046207,HAWEN
Drive Shack Inc.,0001175483,DS-PD
Drive Shack Inc.,0001175483,DS-PC
Mudrick Capital Acquisition Corp. II,0001820727,MUDSU
CONNECTICUT LIGHT & POWER CO,0000023426,CNPWM
Omnichannel Acquisition Corp.,0001827669,OCA
Cherry Hill Mortgage Investment Corp,0001571776,CHMI-PA
Lefteris Acquisition Corp.,0001822873,LFTR
CONNECTICUT LIGHT & POWER CO,0000023426,CNLTP
"Vista Energy, S.A.B. de C.V.",0001762506,VSOGF
Leo Holdings Corp. II,0001824153,LHC-UN
"Checkmate Pharmaceuticals, Inc.",0001651431,CMPI
"ALPINE SUMMIT ENERGY PARTNERS, INC.",0001882607,ASEPF
Silence Therapeutics plc,0001479615,SLNCF
Nuveen Credit Opportunities 2022 Target Term Fund,0001686142,JCO
Athena Consumer Acquisition Corp.,0001869141,ACAQ-UN
BioNexus Gene Lab Corp,0001737523,BGLC
"ENTERGY NEW ORLEANS, LLC",0000071508,ENO
River Financial Corp,0001641601,RVRF
BEL FUSE INC /NJ,0000729580,BELFB
Quarterhill Inc.,0001518419,QTRHF
"Acreage Holdings, Inc.",0001762359,ACRDF
"Plymouth Industrial REIT, Inc.",0001515816,PLYM-PA
ITE Group plc/ADR,0001579597,ITEPF
Private Shares Fund,0001557265,PRIVX
"SAFE BULKERS, INC.",0001434754,SB-PC
Private Shares Fund,0001557265,PRLVX
"SAFE BULKERS, INC.",0001434754,SB-PD
Renalytix plc,0001811115,RTNXF
Relief Therapeutics Holding SA,0001854078,RLFTF
Stratos Renewables Corp,0001321517,SRNW
Dynagas LNG Partners LP,0001578453,DLNG-PA
"APPYEA, INC",0001568969,APYP
INVESCO BLDRS INDEX FUNDS TRUST,0001169717,ADRE
EXRO TECHNOLOGIES INC.,0001459762,EXROF
"BBX Capital, Inc.",0001814974,BBXIB
"PHI Group, Inc./DE",0000350403,PHIG
"Liberty TripAdvisor Holdings, Inc.",0001606745,LTRPB
Tenet Fintech Group Inc.,0001558924,PKKFF
"CEDAR REALTY TRUST, INC.",0000761648,CDR-PC
Logan Ridge Finance Corp.,0001571329,CPTAL
ELLSWORTH GROWTH & INCOME FUND LTD,0000793040,ECF-PA
"CEDAR REALTY TRUST, INC.",0000761648,CDR-PB
Logan Ridge Finance Corp.,0001571329,CPTAG
READING INTERNATIONAL INC,0000716634,RDIB
Navios Maritime Holdings Inc.,0001333172,NM-PH
Ezagoo Ltd,0001752372,EZOO
Navios Maritime Holdings Inc.,0001333172,NM-PG
BANCROFT FUND LTD,0000009521,BCV-PA
PARKER DRILLING CO /DE/,0000076321,PKDC
Scully Royalty Ltd.,0000016859,KHDHF
"CareCloud, Inc.",0001582982,MTBCP
Fire & Flower Holdings Corp.,0001811942,FFLWF
"Fortress Biotech, Inc.",0001429260,FBIOP
GABELLI GLOBAL UTILITY & INCOME TRUST,0001282957,GLU-PB
"Fat Brands, Inc",0001705012,FATBB
PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,0000077281,PEI-PB
"Global Ship Lease, Inc.",0001430725,GSL-PB
"Defi Technologies, Inc.",0001888274,DEFTF
RiverNorth Specialty Finance Corp,0001644771,RSF
"Chicken Soup for the Soul Entertainment, Inc.",0001679063,CSSEP
Corning Natural Gas Holding Corp,0001582244,CNIGP
PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,0000077281,PEI-PD
Sotherly Hotels Inc.,0001301236,SOHOO
PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,0000077281,PEI-PC
Sotherly Hotels Inc.,0001301236,SOHON
Dynagas LNG Partners LP,0001578453,DLNG-PB
Invesco High Income 2024 Target Term Fund,0001698508,IHTA
Sotherly Hotels Inc.,0001301236,SOHOB
Carbon Streaming Corp,0001875931,OFSTF
Graphex Group Ltd,0001816723,GRFXY
"Maiden Holdings, Ltd.",0001412100,MH-PC
Kun Peng International Ltd.,0001502557,CXKJ
"Maiden Holdings, Ltd.",0001412100,MH-PD
"Maiden Holdings, Ltd.",0001412100,MH-PA
"CBM BANCORP, INC.",0001742089,CBMB
"Ajia Innogroup Holdings, Ltd.",0001650739,AJIA
LUB LIQUIDATING TRUST,0000016099,LUB
"Bancorp 34, Inc.",0001668340,BCTF
EMMIS COMMUNICATIONS CORP,0000783005,EMMS
Ottawa Bancorp Inc,0001675192,OTTW
IMPAC MORTGAGE HOLDINGS INC,0001000298,IMPHP
"POSITIVE PHYSICIANS HOLDINGS, INC.",0001752039,PPHI
EdtechX Holdings Acquisition Corp. II,0001817153,EDTXU
Avalon Advanced Materials Inc.,0001362898,AVLNF
IMPAC MORTGAGE HOLDINGS INC,0001000298,IMPHO
Oasmia Pharmaceutical AB,0001607245,OASMY
WILLAMETTE VALLEY VINEYARDS INC,0000838875,WVVIP
GENETIC TECHNOLOGIES LTD,0001166272,GNTLF
ALTERITY THERAPEUTICS LTD,0001131343,PRNAF
Salona Global Medical Device Corp,0001617765,LNDZF
SOL Global Investments Corp.,0001710138,SOLCF
KIDOZ INC.,0001318482,SGLDF
Webstar Technology Group Inc.,0001645155,WBSR
NexTech AR Solutions Corp.,0001737270,NEXCF
WVS FINANCIAL CORP,0000910679,WVFC
"MIND TECHNOLOGY, INC",0000926423,MINDP
"Eagle Financial Bancorp, Inc.",0001699018,EFBI
Snipp Interactive Inc.,0001613092,SNIPF
"Heritage NOLA Bancorp, Inc.",0001700175,HRGG
"Vemanti Group, Inc.",0001605057,VMNT
AMERICAN FINANCIAL GROUP INC,0001042046,AFGC
Giga Metals Corp,0001336364,HNCKF
"TEB Bancorp, Inc.",0001751700,TBBA
Seneca Financial Corp.,0001708715,SNNF
"INNERSCOPE HEARING TECHNOLOGIES, INC.",0001609139,INND
Sincerity Applied Materials Holdings Corp.,0001532595,SINC
Coronado Global Resources Inc.,0001770561,CODQL
OUTCROP GOLD CORP,0000942149,OCGSF
"SSB Bancorp, Inc.",0001716188,SSBP
NORZINC LTD.,0000910569,NORZF
ELBIT IMAGING LTD,0001027662,EMITF
"PwrCor, Inc.",0000733337,PWCO
QUANTUM ENERGY INC.,0001295961,QEGY
SPANISH BROADCASTING SYSTEM INC,0000927720,SBSAA
"Exela Technologies, Inc.",0001620179,XELAU
"Strategic Realty Trust, Inc.",0001446371,SGIC
WESTELL TECHNOLOGIES INC,0001002135,WSTL
"Wheeler Real Estate Investment Trust, Inc.",0001527541,WHLRD
SALON MEDIA GROUP INC,0001084332,SLNM
Paringa Resources Ltd,0001725750,PNGZF
Tennessee Valley Authority,0001376986,TVC
Tennessee Valley Authority,0001376986,TVE
Zhangmen Education Inc.,0001838937,ZME
Hudson Capital Inc.,0001687542,HUSN
"Cyclacel Pharmaceuticals, Inc.",0001130166,CYCCP
Barrel Energy Inc.,0001631463,BRLL
Trinity Capital Partners Inc.,0001143997,HBIE
INTERNATIONAL BALER CORP,0000781902,IBAL
Emerald Health Therapeutics Inc.,0001768225,EMHTF
iSign Solutions Inc.,0000727634,ISGN
Lotus Bio-Technology Development Corp.,0001520592,LBTD
GRAPH BLOCKCHAIN INC,0000925541,REGRF
"ADM ENDEAVORS, INC.",0001588014,ADMQ
GRN Holding Corp,0001492448,GRNF
ZYQC Group Holding Ltd,0001790368,ZYQG
PERPETUAL INDUSTRIES INC.,0001395445,PRPI
SINGING MACHINE CO INC,0000923601,SMDM
WATERSIDE CAPITAL CORP,0000924095,WSCC
Pulse Evolution Corp,0001583138,PLFX
CEMTREX INC,0001435064,CETXP
"Wheeler Real Estate Investment Trust, Inc.",0001527541,WHLRP
"Branded Legacy, Inc.",0001794311,BLEG
Medallion Resources Ltd,0001370496,MLLOF
"REGIONAL HEALTH PROPERTIES, INC",0001004724,RHE-PA
QUALSTAR CORP,0000758938,QBAK
"Indo Global Exchange(s) Pte, Ltd.",0001442853,IGEX
"Umbra Companies, Inc.",0001358099,UCIX
"InCapta, Inc.",0001099234,INCT
"Lazydays Holdings, Inc.",0001721741,LAZYW
Futuris Co,0001041633,FTRS
UC Asset LP,0001723517,UCASU
SandRidge Mississippian Trust I,0001509228,SDTTU
STARRETT L S CO,0000093676,SCXLB
"GREENKRAFT, INC.",0001398529,GKIT
"Kaleido Biosciences, Inc.",0001751299,KLDO
